sample_id,Site,RM,Date,Replicate,Rep_unique,Season,Year,Species,Status,Fig_color_Jacinto,Fig_color_top4,Rel_abund,Rank
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.02401579,6
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_026,SW1D,21.4,5/28/20,B,E,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.03123159,6
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.01483501,9
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.16771913,3
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.18330754,2
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Cottus asper,Native,Casper,Native,0.00801337,10
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,0.32817829,1
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,0.09199622,5
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.01808145,8
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.12837829,4
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,0.02084846,7
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,0.00356150,11
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,0.00349301,12
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,0.00035615,13
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_035,MACD,6.6,5/28/20,A,D,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.00018841,8
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.01716407,5
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.27837441,2
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.27108298,3
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Cottus asper,Native,Casper,Native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,0.35198583,1
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.01102193,6
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.06699827,4
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,0.00318411,7
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_036,MACD,6.6,5/28/20,B,E,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.02991532,6
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.01580183,7
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.16281953,4
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.24802807,2
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Cottus asper,Native,Casper,Native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,0.32854090,1
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Lepomis microlophus,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.00767668,8
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.17128762,3
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,0.03160366,5
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Ameiurus catus,Non-native,Non-native,Non-native,0.00432638,9
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_027,MACD,6.6,5/28/20,C,F,Spring,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.01128930,8
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.00010551,12
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.07564887,3
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.54668706,1
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Cottus asper,Native,Casper,Native,0.00015826,11
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,0.04051488,6
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Lepomis microlophus,Non-native,Non-native,Non-native,0.16812619,2
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.04900823,5
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.06757755,4
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Menidia audens complex,Non-native,Non-native,Non-native,0.03529226,7
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,0.00485334,9
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Ameiurus catus,Non-native,Non-native,Non-native,0.00068580,10
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,0.00005275,13
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_037,MACU,6.9,10/19/20,A,A,Fall,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Ptychocheilus grandis,Native,Native,Pgrandis,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.00026909,12
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.13509974,3
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.57412457,1
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Cottus asper,Native,Casper,Native,0.00898751,8
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,0.01198335,7
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Lepomis microlophus,Non-native,Non-native,Non-native,0.20533152,2
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.02231630,4
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.01639638,6
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Menidia audens complex,Non-native,Non-native,Non-native,0.02027124,5
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Lepomis gulosus,Non-native,Non-native,Non-native,0.00367753,9
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Ameiurus catus,Non-native,Non-native,Non-native,0.00041260,11
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,0.00113017,10
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_038,MACU,6.9,10/19/20,B,B,Fall,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.02668762,5
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.00016157,12
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.17726632,2
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.55469714,1
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Cottus asper,Native,Casper,Native,0.00005875,13
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,0.00001469,14
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Lepomis microlophus,Non-native,Non-native,Non-native,0.15828976,3
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.02900828,4
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.02485165,6
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Menidia audens complex,Non-native,Non-native,Non-native,0.01646496,7
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,0.00519946,8
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Lepomis gulosus,Non-native,Non-native,Non-native,0.00478820,9
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Ameiurus catus,Non-native,Non-native,Non-native,0.00101345,11
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,0.00149815,10
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_039,MACU,6.9,10/19/20,C,C,Fall,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.00850437,7
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.07095965,5
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.16127192,3
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.33136972,1
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Cottus asper,Native,Casper,Native,0.00507151,8
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Lepomis microlophus,Non-native,Non-native,Non-native,0.15984070,4
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.23782164,2
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.02516049,6
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Pomoxis nigromaculatus,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Pimephales promelas,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Lepomis gulosus,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Ameiurus catus,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Ameiurus nebulosus,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Dorosoma petenense,Non-native,Non-native,Non-native,NA,NA
PC_040,OLDR,10.5,10/19/20,A,A,Fall,2020,Ameiurus melas,Non-native,Non-native,Non-native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Ptychocheilus grandis,Native,Native,Pgrandis,0.02518050,7
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Catostomus occidentalis,Native,Native,Coccidentalis,0.14410699,4
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Micropterus salmoides,Non-native,Msalmonoides,Msalmonoides,0.15033788,3
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Lepomis macrochirus,Non-native,Non-native,Lmachrochirus,0.41478455,1
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Gasterosteus aculeatus,Native,Native,Native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Cottus asper,Native,Casper,Native,0.00003854,9
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Cyprinus carpio,Non-native,Ccarpio,Non-native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Lepomis microlophus,Non-native,Non-native,Non-native,0.16757882,2
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Gambusia affinis,Non-native,Non-native,Non-native,0.04040443,6
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Hysterocarpus traskii,Native,Native,Native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Oncorhynchus mykiss,Native,Omykiss,Native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Oncorhynchus tshawytscha,Native,Native,Native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Lepomis cyanellus,Non-native,Non-native,Non-native,0.05740127,5
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Orthodon microlepidotus,Native,Native,Native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Carassius auratus,Non-native,Non-native,Non-native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Menidia audens complex,Non-native,Non-native,Non-native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Percina macrolepida,Non-native,Non-native,Non-native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Notemigonus crysoleucas,Non-native,Non-native,Non-native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Micropterus dolomieu,Non-native,Non-native,Non-native,NA,NA
PC_041,OLDR,10.5,10/19/20,B,B,Fall,2020,Oncorhynchus nerka,Non-native,Non-native,Non-native,NA,NA
